Hakusana	Homonymia	Sanaluokka	Taivutustiedot
jätesäiliö		substantiivi	
jätesäkki		substantiivi	
jätevarasto		substantiivi	
jätevaunu		substantiivi	
jätevaunukaappi		substantiivi	
jätevedenpuhdistamo		substantiivi	
jätevesi		substantiivi	
jätevesikuormitus		substantiivi	
jätevesimaksu		substantiivi	
jätevoimala		substantiivi	
jäteöljy		substantiivi	
jätkä		substantiivi	10
jätkänkynttilä		substantiivi	
jätkänšakki		substantiivi	
jätski		substantiivi	5
jätteenkuljetus		substantiivi	
jätteenkuljetusauto		substantiivi	
jätteenkäsittely		substantiivi	
jätteenkäsittelylaitos		substantiivi	
jätteenpolttolaitos		substantiivi	
jätti		substantiivi	5*C
jätti‑			
jättikasvu		substantiivi	
jättikurpitsa		substantiivi	
jättilaukka		substantiivi	9*A
jättiläinen		substantiivi	38
jättiläis‑			
jättiläishai		substantiivi	18
jättiläiskilpikonna		substantiivi	
jättiläiskokoinen		adjektiivi	
jättiläiskäynti		substantiivi	
jättiläiskäärme		substantiivi	
jättiläismenestys		substantiivi	
jättiläismäinen		adjektiivi	38
jättiläistähti		substantiivi	
jättiläisyritys		substantiivi	
jättimenestys		substantiivi	
jättimäinen		adjektiivi	38
jättipalsami		substantiivi	
jättipokkari		substantiivi	
jättipotti		substantiivi	5*C
jättiputki		substantiivi	
jättisipuli		substantiivi	
jättisolu		substantiivi	
jättitankkeri		substantiivi	
jättivatukka		substantiivi	
jättäytyä		verbi	52*F
jättää		verbi	53*C
jättö		substantiivi	1*C
jättöaika		substantiivi	9*D
jättömaa		substantiivi	
jättöpuu		substantiivi	
jättöpyörre		substantiivi	
jättöpäivä		substantiivi	
jättöreuna		substantiivi	
jättövana		substantiivi	
jätättää		verbi	53*C
jätös		substantiivi	39
jäyhyys		substantiivi	40
jäyhä		adjektiivi	10
jäyhästi		adverbi	99
jäykentyä		verbi	52*J
jäykentää		verbi	54*J
jäyketä		verbi	72*A
jäykiste		substantiivi	48
jäykistellä		verbi	67
jäykistely		substantiivi	2
jäykistymä		substantiivi	10
jäykistys		substantiivi	39
jäykistysleikkaus		substantiivi	
jäykistyä		verbi	52
jäykistää		verbi	53
jäykkyys		substantiivi	40
jäykkä		adjektiivi	10*A
jäykkäkouristus		substantiivi	
jäykkäkouristusbakteeri		substantiivi	
jäykkäkouristusrokotus		substantiivi	
jäykkäliikkeinen		adjektiivi	
jäykkäluonteinen		adjektiivi	
jäykkäniska		substantiivi	
jäykkäniskainen		adjektiivi	
jäykästi		adverbi	99
jäynä		substantiivi	10
jäystää		verbi	53
jäytää		verbi	53*F
jää		substantiivi	18
jääaavikko		substantiivi	
jääaika		substantiivi	9*D
jääbaletti		substantiivi	
jäädyke		substantiivi	48*A
jäädyttämö		substantiivi	2
jäädyttää		verbi	53*C
jäädytys		substantiivi	39
jäädä		verbi	63
jääeste		substantiivi	
jääetikka		substantiivi	
jäähalli		substantiivi	5
jäähdyke		substantiivi	48*A
jäähdyte		substantiivi	48*C
jäähdytellä		verbi	67*C
jäähdytin		substantiivi	33*C
‑jäähdytteinen		adjektiivi	38
jäähdyttely		substantiivi	2
jäähdyttäjä		substantiivi	10
jäähdyttämö		substantiivi	2
jäähdyttää		verbi	53*C
jäähdytys		substantiivi	39
jäähdytysenergia		substantiivi	
jäähdytysilma		substantiivi	
jäähdytysjärjestelmä		substantiivi	
jäähdytyskone		substantiivi	
jäähdytyskoneisto		substantiivi	
jäähdytyslaite		substantiivi	
jäähdytysneste		substantiivi	
jäähdytysvaunu		substantiivi	
jäähelmi		substantiivi	
jäähile		substantiivi	
jäähtyä		verbi	52*F
jäähy		substantiivi	1
jäähyaitio		substantiivi	
jäähyillä		verbi	67
jäähyily		substantiivi	2
jäähypenkki		substantiivi	
jäähyrangaistus		substantiivi	
jäähyväiset		substantiivi	38
jäähyväisjuhla		substantiivi	
jäähyväiskonsertti		substantiivi	
jäähyväiskäynti		substantiivi	
jäähyväisnäytäntö		substantiivi	
jäähyväistervehdys		substantiivi	
jäähyväistilaisuus		substantiivi	
jääkaappi		substantiivi	
jääkaappikylmä		adjektiivi	
jääkaappimargariini		substantiivi	
jääkaappi-pakastin		substantiivi	
jääkahvi		substantiivi	
jääkaira		substantiivi	9
jääkalikka		substantiivi	
jääkarhu		substantiivi	
jääkausi		substantiivi	
jääkautinen		adjektiivi	
jääkeli		substantiivi	
jääkenttä		substantiivi	
jääkide		substantiivi	
jääkiekko		substantiivi	
jääkiekkoilija		substantiivi	
jääkiekkoilu		substantiivi	2
jääkiekkojoukkue		substantiivi	
jääkiekkokaukalo		substantiivi	
jääkiekkokenttä		substantiivi	
jääkiekkomaila		substantiivi	
jääkiekko-ottelu		substantiivi	
jääkiekkopeli		substantiivi	
jääkiitäjä		substantiivi	
jääkolkka		substantiivi	10*A
jääkukka		substantiivi	
jääkuutio		substantiivi	
jääkylmä		adjektiivi	
jääkäri		substantiivi	6
jääkäriliike		substantiivi	
jääkäripataljoona		substantiivi	
jääkäriupseeri		substantiivi	
jäälasi		substantiivi	
jäälauta		substantiivi	
jäälautailu		substantiivi	
jäälautta		substantiivi	
jääleike		substantiivi	
jäälohkare		substantiivi	
jäämaksu		substantiivi	
jäämaksuluokka		substantiivi	10*A
jäämeri		substantiivi	
jäämistö		substantiivi	2
jäämurska		substantiivi	
jäämä		substantiivi	10
jäämämaksu		substantiivi	
jäänaskali		substantiivi	
jäänestoaine		substantiivi	
jäänharmaa		adjektiivi	
jäänhoitokone		substantiivi	
jäänlähtö		substantiivi	
jäänmuodostus		substantiivi	
jäänmurtaja		substantiivi	
jäänne		substantiivi	48*J
jäännöksettömästi		adverbi	99
jäännöksetön		adjektiivi	34*C
jäännös		substantiivi	39
jäännöserä		substantiivi	
jäännöskappale		substantiivi	
jäännöslopuke		substantiivi	
jäännöspala		substantiivi	
jäännöspari		substantiivi	5
jäännösrangaistus		substantiivi	
jäännösvero		substantiivi	
jäänsininen		adjektiivi	
jäänsärkijä		substantiivi	
jäänti		substantiivi	5*J
jääolot		substantiivi	
jääpala		substantiivi	
jääpalalokerikko		substantiivi	
jääpalapihdit		substantiivi	
jääpalapussi		substantiivi	
jääpallo		substantiivi	
jääpalloilija		substantiivi	
jääpalloilu		substantiivi	
jääpallojoukkue		substantiivi	
jääpallokenttä		substantiivi	
jääpallomaila		substantiivi	
jääpallo-ottelu		substantiivi	
jääpato		substantiivi	
jääpeite		substantiivi	
jääpolte		substantiivi	
jääpuikko		substantiivi	
jääpurjehdus		substantiivi	
jääpussi		substantiivi	
jääpyynti		substantiivi	
jääraappa		substantiivi	
jäärae		substantiivi	
jäärata		substantiivi	
jäärata-ajo		substantiivi	
jääriite		substantiivi	
jääruohokasvi		substantiivi	
jäärä		substantiivi	10
jääräpäinen		adjektiivi	
jääräpäisesti		adverbi	99
jääräpäisyys		substantiivi	40
jääräpää		substantiivi	
jääröykkiö		substantiivi	
jääsalaatti		substantiivi	
jääsauva		substantiivi	
jääshow		substantiivi	
jääskraba		substantiivi	
jääsohjo		substantiivi	
jäästadion		substantiivi	
jääsumu		substantiivi	
jääsurfaus		substantiivi	
jääsurffaus		substantiivi	
jäätanssi		substantiivi	
jäätee		substantiivi	
jääteitse		adverbi	
jäätelö		substantiivi	2
jäätelöannos		substantiivi	
jäätelöbaari		substantiivi	5
jäätelökakku		substantiivi	
jäätelökauha		substantiivi	
jäätelökioski		substantiivi	
jäätelökoju		substantiivi	
jäätelöleivos		substantiivi	
jäätelöpuikko		substantiivi	
jäätelösooda		substantiivi	
jäätelötikku		substantiivi	
jäätelötorttu		substantiivi	
jäätelötuutti		substantiivi	
jäätelötötterö		substantiivi	
jäätie		substantiivi	
jäätiedotus		substantiivi	
jäätikkö		substantiivi	4*A
jäätikköinen		adjektiivi	38
jäätiköityä		verbi	52*F
jäätilanne		substantiivi	
jäätuura		substantiivi	
jäätymispiste		substantiivi	
jäätymä		substantiivi	10
jäätyä		verbi	52*F
jäätävä		adjektiivi	10
jäätävästi		adverbi	99
jäätää		verbi	53*F
jääurheilu		substantiivi	
jäävahvisteinen		adjektiivi	
jäävahvistettu		adjektiivi	1*C
jäävahvistus		substantiivi	
jäävesi		substantiivi	
jäävi		adjektiivi, substantiivi	5
jää-viileäkaappi		substantiivi	
jäävirta		substantiivi	
jäävitön		adjektiivi	34*C
jääviys		substantiivi	40
jäävuori		substantiivi	26
jäävuorisalaatti		substantiivi	
jäävätä		verbi	73
jököttää		verbi	53*C
jörrikkä		substantiivi	14*A
jörö		adjektiivi	1
jöröjukka		substantiivi	10*A
jöröttää		verbi	53*C
jösses		interjektio	99
jössikkä		substantiivi	14*A
jötikkä		substantiivi	14*A
jöö		substantiivi	(18)
jööti		substantiivi	5
jöötti		substantiivi	5*C
kaadanta		substantiivi	9*J
kaadattaa		verbi	53*C
kaade		substantiivi	48*F
kaadella		verbi	67*F
kaaderi		substantiivi	6
kaaderijärjestelmä		substantiivi	
kaaderipuolue		substantiivi	
kaadin		substantiivi	33*F
kaahaaja		substantiivi	10
kaahailija		substantiivi	12
kaahailla		verbi	67
kaahailu		substantiivi	2
kaahari		substantiivi	6
kaahata		verbi	73
kaahaus		substantiivi	39
kaakao		substantiivi	3
kaakaojauhe		substantiivi	
kaakaojuoma		substantiivi	
kaakaolikööri		substantiivi	
kaakaopapu		substantiivi	
kaakaopuu		substantiivi	
kaakaorasva		substantiivi	
kaakaovoi		substantiivi	18
kaakattaa		verbi	53*C
kaakatus		substantiivi	39
kaakeli		substantiivi	6
kaakelilaatta		substantiivi	
kaakelipäällysteinen		adjektiivi	
kaakelisavi		substantiivi	
kaakeliseinä		substantiivi	
kaakeliuuni		substantiivi	
kaakeloida		verbi	62
kaakelointi		substantiivi	5*J
kaakertaa		verbi	54*K
kaakinpuu		substantiivi	
kaakki		substantiivi	5*A
kaakko		substantiivi	1*A
kaakkoinen		adjektiivi, substantiivi	38
kaakkoismurteet		substantiivi	
kaakkoismyrsky		substantiivi	
kaakkoisosa		substantiivi	
kaakkoisraja		substantiivi	9
kaakkoistuuli		substantiivi	
kaakku		substantiivi	1*A
kaakkuri		substantiivi	6
kaali		substantiivi	5
kaalikeitto		substantiivi	
kaalikoi		substantiivi	18
kaalikärpänen		substantiivi	
kaalikääryle		substantiivi	
kaalilaatikko		substantiivi	
kaalimaa		substantiivi	
kaalimato		substantiivi	
kaalinkerä		substantiivi	
kaalinkupu		substantiivi	
kaalinlehti		substantiivi	
kaalintaimi		substantiivi	
kaaliperhonen		substantiivi	
kaalipiirakka		substantiivi	
kaalirapi		substantiivi	5
kaamea		adjektiivi	15
kaameasti		adverbi	99
kaameus		substantiivi	40
kaamos		substantiivi	39
kaamosaika		substantiivi	9*D
kaamosmasennus		substantiivi	
kaamosrasitus		substantiivi	
kaanon		substantiivi	6
kaaoksellinen		adjektiivi	38
kaaos		substantiivi	39
kaaosmainen		adjektiivi	38
kaaosteoria		substantiivi	
kaaostila		substantiivi	
kaaostutkimus		substantiivi	
kaapaista		verbi	66
kaapata		verbi	73*B
kaapeli		substantiivi	6
kaapelialus		substantiivi	
kaapelikanava		substantiivi	
kaapelikela		substantiivi	
kaapelikenkä		substantiivi	
kaapelilähetys		substantiivi	
kaapelinmitta		substantiivi	
kaapelitelevisio		substantiivi	
kaapeli-tv		substantiivi	
kaapeliverkko		substantiivi	
kaapelivälitteinen		adjektiivi	
kaapeloida		verbi	62
kaapia		verbi	61*E
kaapinovi		substantiivi	
kaapisto		substantiivi	2
kaappaaja		substantiivi	10
kaappari		substantiivi	6
kaapparikapteeni		substantiivi	
kaapparilaiva		substantiivi	
kaappariovi		substantiivi	
kaappaus		substantiivi	39
kaappausdraama		substantiivi	
kaappaushanke		substantiivi	
kaappausyritys		substantiivi	
kaappi		substantiivi	5*B
kaappijuoppo		substantiivi	
kaappikello		substantiivi	
kaappipakastin		substantiivi	
kaappisänky		substantiivi	
kaappitarkastus		substantiivi	
kaapu		substantiivi	1*E
kaaputtaa		verbi	53*C
kaaputus		substantiivi	39
kaara		substantiivi	9
kaareke		substantiivi	48*A
kaareutua		verbi	52*F
kaareva		adjektiivi	10
kaarevasti		adverbi	99
kaarevateräinen		adjektiivi	
kaarevuus		substantiivi	40
kaarevuussäde		substantiivi	
kaari	1	substantiivi	26
kaari	2	substantiivi	26
kaariaste		substantiivi	
kaarihitsaus		substantiivi	
kaariholvi		substantiivi	
kaari-ikkuna		substantiivi	
kaarikäytävä		substantiivi	
kaarilamppu		substantiivi	
kaarilaukaus		substantiivi	
kaarimalja		substantiivi	
kaariminuutti		substantiivi	
‑kaarinen		adjektiivi	38
kaaripallo		substantiivi	
kaaripuu		substantiivi	
kaaripyssy		substantiivi	
kaarisaha		substantiivi	
kaarisekunti		substantiivi	
kaarisilta		substantiivi	
kaarisulje		substantiivi	
kaarisulku		substantiivi	
kaarisulkumerkki		substantiivi	
kaarituki		substantiivi	
kaarituli		substantiivi	
kaariviiva		substantiivi	
kaarna		substantiivi	9
kaarnakuoriainen		substantiivi	
kaarnalaiva		substantiivi	
kaarnavene		substantiivi	
kaarne		substantiivi	48
kaarnikka		substantiivi	14*A
kaarnoittua		verbi	52*C
kaarre		substantiivi	48*K
kaarrella		verbi	67*K
kaarresäde		substantiivi	
kaarroke		substantiivi	48*A
kaarros		substantiivi	39
kaartaa		verbi	57*K
kaarteinen		adjektiivi	38
kaartelu		substantiivi	2
kaarti		substantiivi	5
kaartilainen		substantiivi	38
kaartinupseeri		substantiivi	
kaarto		substantiivi	1*K
kaartoliike		substantiivi	
kaartua		verbi	52*K
kaartuma		substantiivi	10
kaaso		substantiivi	1
kaasu		substantiivi	1
kaasuammus		substantiivi	
kaasuase		substantiivi	
kaasuauto		substantiivi	
kaasubetoni		substantiivi	
kaasugeneraattori		substantiivi	
kaasugrilli		substantiivi	
kaasuhana		substantiivi	
kaasuhella		substantiivi	
kaasuhitsaus		substantiivi	
kaasuhyökkäys		substantiivi	
kaasujalka		substantiivi	
kaasujohto		substantiivi	
kaasukammio		substantiivi	
kaasukehä		substantiivi	
kaasukeitin		substantiivi	
kaasukello		substantiivi	
kaasukuolio		substantiivi	
kaasulaitos		substantiivi	
kaasulamppu		substantiivi	
kaasuleikkaus		substantiivi	
kaasuliekki		substantiivi	
kaasuliesi		substantiivi	
kaasulämmitin		substantiivi	
kaasumainen		adjektiivi	38
kaasumittari		substantiivi	
kaasumoottori		substantiivi	
kaasumyrkytys		substantiivi	
kaasunaamari		substantiivi	
kaasu-nestejousi		substantiivi	
kaasu-nestejousitus		substantiivi	
kaasunpaine		substantiivi	
kaasunsytytin		substantiivi	
kaasupistooli		substantiivi	
kaasupoljin		substantiivi	
kaasupoltin		substantiivi	
kaasupullo		substantiivi	
kaasupurkaus		substantiivi	
kaasuputki		substantiivi	
kaasus		substantiivi	39
kaasuseos		substantiivi	
kaasusota		substantiivi	
kaasusumu		substantiivi	
kaasusumutin		substantiivi	
kaasusäiliö		substantiivi	
kaasute		substantiivi	48*C
kaasutella		verbi	67*C
kaasutin		substantiivi	33*C
kaasutinmoottori		substantiivi	
kaasuttaa		verbi	53*C
kaasuttua		verbi	52*C
kaasuturbiini		substantiivi	
kaasutus		substantiivi	39
kaasuuntua		verbi	52*J
kaasuvalo		substantiivi	
kaasuvaroitin		substantiivi	
kaasuöljy		substantiivi	
kaataa		verbi	57*F
kaataja		substantiivi	10
‑kaateinen		adjektiivi	38
kaato		substantiivi	1*F
kaatoallas		substantiivi	
kaatokänni		substantiivi	
kaatolava		substantiivi	
kaatolupa		substantiivi	
kaatopaikka		substantiivi	
kaatopaikkajäte		substantiivi	
kaatopaikkakaasu		substantiivi	
kaatorauta		substantiivi	
kaatoreuna		substantiivi	
kaatoryhmä		substantiivi	
kaatosade		substantiivi	
kaatua		verbi	52*F
kaatumatauti		substantiivi	
kaava		substantiivi	9
kaavaaja		substantiivi	10
kaava-alue		substantiivi	
kaavailla		verbi	67
kaavailu		substantiivi	2
kaavain		substantiivi	33
kaavake		substantiivi	48*A
kaavakuva		substantiivi	
kaavamainen		adjektiivi	38
kaavamaisesti		adverbi	99
kaavamaistaa		verbi	53
kaavamaisuus		substantiivi	40
kaavamuutos		substantiivi	
kaavanimi		substantiivi	
kaavanimistö		substantiivi	
kaavanmuutos		substantiivi	
kaavapaperi		substantiivi	
kaavata		verbi	73
kaavaushiekka		substantiivi	
kaaviloida		verbi	62
kaavin		substantiivi	33*E
kaavinlevy		substantiivi	
kaavinrauta		substantiivi	
kaavinta		substantiivi	9*J
kaavio		substantiivi	3
kaavioida		verbi	62
kaaviointi		substantiivi	5*J
kaaviokuva		substantiivi	
kaaviopiirros		substantiivi	
kaavoittaa		verbi	53*C
kaavoittua		verbi	52*C
kaavoittuma		substantiivi	10
kaavoittuneisuus		substantiivi	40
kaavoitus		substantiivi	39
kaavoitusalue		substantiivi	
kabaree		substantiivi	20
kabareeohjelma		substantiivi	
kabbala		substantiivi	12
kabbalisti		substantiivi	5
kabbalistinen		adjektiivi	38
kabinetti		substantiivi	5*C
kabinettihallitus		substantiivi	
kabinettikysymys		substantiivi	
kabinettipolitiikka		substantiivi	
kabotaasi		substantiivi	5
kabotaasiliikenne		substantiivi	
kabuki		substantiivi	5
kade		adjektiivi	48*F
kadehtia		verbi	61*F
kadehtija		substantiivi	12
kademieli		substantiivi	
kademielinen		adjektiivi	
kadenssi		substantiivi	5
kadesilmä		substantiivi	50
kadetti		substantiivi	5*C
kadettikoulu		substantiivi	
kadettikunta		substantiivi	
kadettiupseeri		substantiivi	
kadmium		substantiivi	5
kadmiumkelta		substantiivi	
kadmiumkeltainen		substantiivi	
kadoksiin		adverbi	99
kadoksissa		adverbi	99
kadota		verbi	74*F
kadottaa		verbi	53*C
kadotus		substantiivi	39
kadunkaluste		substantiivi	
kadunkulma		substantiivi	
kadunkulmaus		substantiivi	
kadunlakaisija		substantiivi	
kadunlakaisukone		substantiivi	
kadunmies		substantiivi	
kadunnimi		substantiivi	
kadunpuoleinen		adjektiivi	
kadunristeys		substantiivi	
kadunvarsi		substantiivi	
kadunvarsipysäköinti		substantiivi	
kaduttaa		verbi	53*C
kafeteria		substantiivi	12
kafkamainen		adjektiivi	38
kaftaani		substantiivi	6
kahahdus		substantiivi	39
kahahtaa		verbi	53*F
kahakka		substantiivi	14*A
kahakoida		verbi	62
kahakointi		substantiivi	5*J
kahareisin		adverbi	99
kahdeksainen		substantiivi	38
kahdeksan		numeraali	10
kahdeksankertainen		adjektiivi	
kahdeksankulmio		substantiivi	
kahdeksankymmenluku		substantiivi	
kahdeksankymmentä		numeraali	
kahdeksankymmentäluku		substantiivi	
kahdeksankymmentävuotias		adjektiivi	
kahdeksankymmenvuotias		adjektiivi	
kahdeksannes		substantiivi	39
kahdeksansataa		numeraali	
kahdeksantoista		numeraali	
kahdeksantoistasataa		numeraali	
kahdeksantoistavuotias		adjektiivi	
kahdeksantuhatta		numeraali	
kahdeksantuntinen		adjektiivi	
kahdeksanvuotias		adjektiivi	
kahdeksanvuotinen		adjektiivi	
kahdeksas		numeraali	45
kahdeksaskymmenes		numeraali	45
kahdeksasluokkalainen		substantiivi	
kahdeksasosa		substantiivi	
kahdeksasosanuotti		substantiivi	
kahdeksassadas		numeraali	
kahdeksastoista		numeraali	
kahdeksikko		substantiivi	4*A
kahdeksisen		numeraali	99
kahdeksisenkymmentä		numeraali	99
kahden		adverbi	99
kahdenarvoinen		adjektiivi	
kahdenistuttava		adjektiivi	10
kahdenkertainen		adjektiivi	
kahden kesken			99
kahdenkeskinen		adjektiivi	
kahdenkeskisesti		adverbi	99
kahdenlaatuinen		adjektiivi	
kahdenlainen		adjektiivi	38
kahdenmaattava		adjektiivi	10
kahdennus		substantiivi	39
kahdentaa		verbi	54*J
kahdentua		verbi	52*J
kahdentuma		substantiivi	10
kahdenvälinen		adjektiivi	
kahdes		numeraali	45
kahdeskymmenes		numeraali	45
kahdeskymmenesensimmäinen		numeraali	
kahdeskymmeneskahdes		numeraali	
kahdeskymmenestoinen		numeraali	
kahdeskymmenesyhdes		numeraali	
kahdesosa		substantiivi	
kahdessadas		numeraali	
kahdestaan		adverbi	99
kahdesti		adverbi	99
kahdestoista		numeraali	
kaheli		adjektiivi, substantiivi	6
kahina		substantiivi	13
kahinoida		verbi	62
kahinointi		substantiivi	5*J
kahista		verbi	66
kahisuttaa		verbi	53*C
kahjo		adjektiivi, substantiivi	1
kahju		adjektiivi, substantiivi	1
kahlaaja		substantiivi	10
kahlaamo		substantiivi	2
kahlata		verbi	73
